Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Parcel
3450 3RD ST #2 A,,3450 3RD ST #2 A,San Francisco,San Francisco,CA,94124,37.745779,-122.38723,11198,,,2014,,,,,,,,,,5211/032
3450 3RD ST #2 B,,3450 3RD ST #2 B,San Francisco,San Francisco,CA,94124,37.745779,-122.38723,10837,,,2014,,,,,,,,,,5211/033
CitiScape - 1500-1598 Custer Avenue,,1500 CUSTER AVE,San Francisco,San Francisco,CA,94124,37.745599,-122.389706,128320,,,2014,,,,,,,,,,5212/026
CitiScape - 1501-1599 Custer Avenue,,1501 CUSTER AVE,San Francisco,San Francisco,CA,94124,37.745321,-122.389207,92530,,,2014,,,,,,,,,,5216/028
1680 EVANS AVE,,1680 EVANS AVE,San Francisco,San Francisco,CA,94124,37.743854,-122.389987,24696,,,2014,,,,,,,,,,5226/012
2200 JERROLD AVE,,2200 JERROLD AVE,San Francisco,San Francisco,CA,94124,37.744594,-122.399632,97000,,,2014,,,,,,,,,,5230/006
Domestic Cheese Building,,450 TOLAND ST,San Francisco,San Francisco,CA,94124,37.744692,-122.398206,53000,,,2014,,,,,,,,,,5230/018
3830 3RD ST,,3830 3RD ST,San Francisco,San Francisco,CA,94124,37.742322,-122.388163,18271,,,2014,,,,,,,,,,5235/003
Bayview Plaza - Buildings B&C,,3801 3RD ST,San Francisco,San Francisco,CA,94124,37.742089,-122.388029,58691,,,2014,,67.5,145.4,67.5,145.4,,,270,,5235/015
1499 EVANS AVE,,1499 EVANS AVE,San Francisco,San Francisco,CA,94124,37.741633,-122.386136,24341,,,2014,,,,,,,,,,5236/018
1395 EVANS AVE,,1395 EVANS AVE,San Francisco,San Francisco,CA,94124,37.740702,-122.384478,13224,,,2014,,,,,,,,,,5237/012
1301 EVANS AVE,,1301 EVANS AVE,San Francisco,San Francisco,CA,94124,37.740045,-122.383328,48475,,,2014,97,22.9,58,22.9,58,,,81.4,,5237/037
1201 EVANS AVE,,1201 EVANS AVE,San Francisco,San Francisco,CA,94124,37.738889,-122.381283,15498,,,2014,,,,,,,,,,5237/038
1241 EVANS AVE,,1241 EVANS AVE,San Francisco,San Francisco,CA,94124,37.739149,-122.381742,24000,,,2014,,,,,,,,,,5237/039
1275 Fairfax Avenue,,1275 FAIRFAX AVE,San Francisco,San Francisco,CA,94124,37.738879,-122.382786,31120,,,2014,,,,,,,,,,5239/024
Meals on Wheels,,1375 FAIRFAX AVE,San Francisco,San Francisco,CA,94124,37.739689,-122.384264,20000,,,2014,,87.1,187.1,89.6,187.4,,,118.5,,5240/042
1355 FAIRFAX AVE,,1355 FAIRFAX AVE,San Francisco,San Francisco,CA,94124,37.739379,-122.383708,14000,,,2014,,,,,,,,,,5240/043
500 MENDELL ST,,500 MENDELL ST,San Francisco,San Francisco,CA,94124,37.739939,-122.385563,16200,,,2014,,,,,,,,,,5241/018
3801 3RD ST/Bayview Plaza - Building A,,1501 Newhall St,San Francisco,San Francisco,CA,94124,37.741302,-122.387138,29077,,,2014,,181.7,299,181.7,299,,,323.5,,5242/001
1595 FAIRFAX AVE,,1595 FAIRFAX AVE,San Francisco,San Francisco,CA,94124,37.742226,-122.388788,10110,,,2014,,,,,,,,,,5242/016
Growers' Refrigeration,,2050 GALVEZ AVE,San Francisco,San Francisco,CA,94124,37.745493,-122.396174,23824,,,2014,4,92.1,289.1,92.1,289.1,,,178.8,,5246/052
1970 Innes,,1970 INNES AVE,San Francisco,San Francisco,CA,94124,37.743153,-122.395398,18060,,,2014,14,127.8,231.5,127.8,231.5,,,146.5,,5250/014
1683 GALVEZ AVE,,1683 GALVEZ AVE,San Francisco,San Francisco,CA,94124,37.741501,-122.389114,26079,,,2014,,,,,,,,,,5253/039
1555 Galvez Ave,,1555 GALVEZ AVE,San Francisco,San Francisco,CA,94124,37.740366,-122.387167,16538,,,2014,,,,,,,,,,5254/020
1555 GALVEZ AVE,,1555 GALVEZ AVE,San Francisco,San Francisco,CA,94124,37.740366,-122.387167,16538,,,2014,,,,,,,,,,5254/032
1515 GALVEZ AVE,,1515 GALVEZ AVE,San Francisco,San Francisco,CA,94124,37.739912,-122.386283,12936,,,2014,,,,,,,,,,5254/037
701 PHELPS ST,,701 PHELPS ST,San Francisco,San Francisco,CA,94124,37.740917,-122.390356,19578,,,2014,,,,,,,,,,5260/019
St. John Missionary Baptist Church,,825 Newhall St,San Francisco,San Francisco,CA,94124,37.739168,-122.389043,19819,,,2014,95,22.3,33.4,25.4,36.7,,,20.7,,5273/014
La Salle Industrial Park,,2000 McKinnon Ave,San Francisco,San Francisco,CA,94124,37.740757,-122.397866,449760,,,2014,,,,,,,,,,5284A/008
677 Toland St.,,677 Toland St.,San Francisco,San Francisco,CA,94124,37.743118,-122.399613,55302,,,2014,,,,,,,,,,5285A/008
2225 Jerrold LLC,,2225 Jerrold Ave,San Francisco,San Francisco,CA,94124,37.745112,-122.400575,91367,,,2014,66,10.7,32.4,11,32.7,,,78.4,,5286A/020
2025 MCKINNON AVE,,2025 MCKINNON AVE,San Francisco,San Francisco,CA,94124,37.740527,-122.397465,43200,,,2014,,,,,,,,,,5302/056
4699 3RD ST,,4699 3RD ST,San Francisco,San Francisco,CA,94124,37.73575,-122.39028,23017,,,2014,,,,,,,,,,5306/004
4601 3RD ST,,4601 3RD ST,San Francisco,San Francisco,CA,94124,37.736052,-122.390174,16439,,,2014,,,,,,,,,,5306/029
1900 OAKDALE AVE,,1900 OAKDALE AVE,San Francisco,San Francisco,CA,94124,37.737988,-122.396314,34165,,,2014,81,8.2,24,8.2,24,,,22,,5314/001
1980 OAKDALE AVE,,1980 OAKDALE AVE,San Francisco,San Francisco,CA,94124,37.738626,-122.397434,36400,,,2014,54,45.4,101.9,53.8,110.8,,,114.7,,5314/003
1940 OAKDALE AVE,,1940 OAKDALE AVE,San Francisco,San Francisco,CA,94124,37.738232,-122.396744,10160,,,2014,,,,,,,,,,5314/050
2000 Oakdale Ave,,2000 OAKDALE AVE,San Francisco,San Francisco,CA,94124,37.739095,-122.398253,37000,,,2014,,,,,,,,,,5315/051
2065 Oakdale Ave,,2065 Oakdale Ave,San Francisco,San Francisco,CA,94124,37.739566,-122.399064,55695,,,2014,,,,,,,,,,5318/046
75 INDUSTRIAL ST,,75 INDUSTRIAL ST,San Francisco,San Francisco,CA,94124,37.739564,-122.401137,18593,,,2014,,,,,,,,,,5332/023
141 INDUSTRIAL ST,,141 INDUSTRIAL ST,San Francisco,San Francisco,CA,94124,37.739181,-122.402488,13000,,,2014,,,,,,,,,,5333/039
141 INDUSTRIAL ST,,141 INDUSTRIAL ST,San Francisco,San Francisco,CA,94124,37.739181,-122.402488,13000,,,2014,,,,,,,,,,5333/040
YMCA Bayview,,1601 LANE ST,San Francisco,San Francisco,CA,94124,37.73199,-122.389907,38421,,,2014,,,,,,,,,,5340/009
2215 REVERE AVE,,2215 REVERE AVE,San Francisco,San Francisco,CA,94124,37.738338,-122.401918,15794,,,2014,,,,,,,,,,5348/006
2253 SHAFTER AVE,,2253 SHAFTER AVE,San Francisco,San Francisco,CA,94124,37.737973,-122.40292,10474,,,2014,,,,,,,,,,5350/014
Elmira,,70 ELMIRA ST,San Francisco,San Francisco,CA,94124,37.736731,-122.403817,14400,,,2014,,21.8,67.1,21.8,67.2,,,25.3,,5369/063
80 ELMIRA ST,,80 ELMIRA ST,San Francisco,San Francisco,CA,94124,37.737038,-122.40384,10168,,,2014,,,,,,,,,,5369/070
225 INDUSTRIAL ST,,225 INDUSTRIAL ST,San Francisco,San Francisco,CA,94124,37.738345,-122.405396,11200,,,2014,,,,,,,,,,5370/054
701 BAY SHORE BLVD,,701 BAY SHORE BLVD,San Francisco,San Francisco,CA,94124,37.735758,-122.406565,30000,,,2014,,,,,,,,,,5375/059
1790 Yosemite Ave,,1790 YOSEMITE AVE,San Francisco,San Francisco,CA,94124,37.728749,-122.395023,20200,,,2014,54,28,58,32.5,62.7,,,37.9,,5414/021
71 WILLIAMS AVE,,71 WILLIAMS AVE,San Francisco,San Francisco,CA,94124,37.72956,-122.394514,23470,,,2014,,,,,,,,,,5414/022
"5487-SAN FRANCISCO, CA",,5300 3rd Street,San Francisco,San Francisco,CA,94124,37.729324,-122.392724,13100,,,2014,52,103.5,318.1,103.5,318.1,,,109.3,,5414/031
101 WILLIAMS AVE,,101 WILLIAMS AVE,San Francisco,San Francisco,CA,94124,37.729669,-122.395277,16075,,,2014,,,,,,,,,,5415/001
1700 Egbert Ave,,1700 EGBERT AVE,San Francisco,San Francisco,CA,94124,37.726259,-122.39684,72789,,,2014,,,,,,,,,,5415/007
Yosemite Place,,1775 YOSEMITE AVE,San Francisco,San Francisco,CA,94124,37.728562,-122.394689,122020,,,2014,99,24.9,67,24.9,67,,,229.3,,5418/013
2540 Newhall St.,,2540 Newhall St.,San Francisco,San Francisco,CA,94124,37.728855,-122.398364,34500,,,2014,,,,,,,,,,5423A/012
Digital Realty Trust,,200 Paul Ave,San Francisco,San Francisco,CA,94124,37.722954,-122.398032,338687,,,2014,24,752,2361.3,752,2361.3,,,20766.9,,5431A/001F
Bayshore Business Center,,1485 Bayshore Blvd,San Francisco,San Francisco,CA,94124,37.725771,-122.401563,100000,,,2014,85,40.9,111.4,40.9,111.4,,,310.2,,5431A/012
1819 Egbert Ave,,1819 Egbert Ave,San Francisco,San Francisco,CA,94124,37.726927,-122.399883,27440,,,2014,57,6.4,20.2,6.4,20.2,,,14.4,,5431A/016
101 BARNEVELD AVE,,101 BARNEVELD AVE,San Francisco,San Francisco,CA,94124,37.746288,-122.402619,23417,,,2014,,,,,,,,,,5559/002
225 BAY SHORE BLVD,,225 BAY SHORE BLVD,San Francisco,San Francisco,CA,94124,37.744495,-122.404295,12004,,,2014,,,,,,,,,,5559/016
235 BAY SHORE BLVD,,235 BAY SHORE BLVD,San Francisco,San Francisco,CA,94124,37.744376,-122.40434,17965,,,2014,,,,,,,,,,5560/001
570 BARNEVELD AVE,,560 BARNEVELD AVE,San Francisco,San Francisco,CA,94124,37.739816,-122.404406,33984,,,2014,99,21.5,48.3,25.5,52.5,,,50.8,,5583/003
123 LOOMIS ST,,123 LOOMIS ST,San Francisco,San Francisco,CA,94124,37.74132,-122.405013,32082,,,2014,,,,,,,,,,5583/004
2725 OAKDALE AVE,,2725 OAKDALE AVE,San Francisco,San Francisco,CA,94124,37.742108,-122.403559,47950,,,2014,,,,,,,,,,5583/018
540 BARNEVELD AVE,,540 BARNEVELD AVE,San Francisco,San Francisco,CA,94124,37.74053,-122.404212,44547,,,2014,,,,,,,,,,5583/019
DELETE ME,,20 APPAREL WAY,San Francisco,San Francisco,CA,94124,37.740046,-122.403368,34537,,,2014,,,,,,,,,,5584/001
2225 PALOU AVE,,2225 PALOU AVE,San Francisco,San Francisco,CA,94124,37.741086,-122.402893,47880,,,2014,,,,,,,,,,5585/001
